time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_mean_period (s),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed_of_gust (m s-1),wind_speed (m s-1),eastward_sea_water_velocity_1 (m s-1),northward_sea_water_velocity_1 (m s-1),sea_water_temperature_1 (K),eastward_sea_water_velocity_2 (m s-1),northward_sea_water_velocity_2 (m s-1),sea_water_temperature_2 (K),eastward_sea_water_velocity_3 (m s-1),northward_sea_water_velocity_3 (m s-1),sea_water_temperature_3 (K),eastward_sea_water_velocity_4 (m s-1),northward_sea_water_velocity_4 (m s-1),sea_water_temperature_4 (K),eastward_sea_water_velocity_5 (m s-1),northward_sea_water_velocity_5 (m s-1),sea_water_temperature_5 (K),eastward_sea_water_velocity_6 (m s-1),northward_sea_water_velocity_6 (m s-1),sea_water_temperature_6 (K),eastward_sea_water_velocity_7 (m s-1),northward_sea_water_velocity_7 (m s-1),sea_water_temperature_7 (K),eastward_sea_water_velocity_8 (m s-1),northward_sea_water_velocity_8 (m s-1),sea_water_temperature_8 (K),northward_sea_water_velocity (m s-1),sea_water_temperature_9 (K),platform
2022-08-15T22:20:00Z,100953.5,294.57,2.956,0.49,340.7,322.6,12.59,10.6,0.07775067,17.19983,292.72769,0.07490922,14.79981,292.73502,0.01491733,11.09999,292.7721,-1.700001,-2.944486,292.65021,-0.2590136,-0.4276821,292.70941,-5.773203,-1.216604,292.55017,-3.562854,-4.576687,292.06253,-3.5,4.17E-08,290.30066,NaN,289.84406,1
2022-08-15T22:40:00Z,100968.8,294.35,3.137,0.483,340.6,322,12.57,10.62,0.07401222,18.19985,292.64975,0.1234845,17.59957,292.59802,0.02672446,13.19997,292.61966,-3.49208,-5.834842,292.56638,-2.392036,-1.971842,292.49667,-5.570277,-3.151511,292.3591,-8.716568,-8.53589,292.1376,-4.628913,-4.84388,291.21722,NaN,289.97852,1
2022-08-15T23:00:00Z,100971.6,294.23,3.428,0.472,340.2,325.9,11.97,10.32,0.0697851,19.59988,292.56653,0.09560162,16.39972,292.55847,0.01581966,8.799986,292.58856,-3.254161,-6.97857,292.47931,-5.577258,-2.708171,292.3317,-7.337593,-1.979833,292.3634,-7.42964,-7.560454,292.19568,-6.82471,3.110199,291.40503,NaN,290.08398,1
2022-08-15T23:20:00Z,100991.6,294.14,3.445,0.47,338.3,323.4,11.59,10.28,0.08685766,16.69977,292.49619,0.07417745,9.299705,292.49011,0.02837723,7.099944,292.49612,-4.010926,-7.607396,292.46918,-1.692449,-1.243228,292.39035,-7.212376,-2.696596,292.43146,-4.46285,-5.262411,292.18515,6.149465,-6.57146,290.75201,NaN,289.76276,1
2022-08-15T23:40:00Z,100989.8,294.06,3.53,0.455,334.9,324.2,11.09,9.75,0.07181658,16.19984,292.35736,0.07141852,13.19981,292.32849,0.01314756,8.09999,292.36145,-3.201762,-8.518141,292.19849,-1.785543,-6.14588,292.12665,-8.191255,-1.861002,292.11298,-7.610286,-8.75463,292.06097,7.774654,-9.915381,290.95059,NaN,289.76892,1
2022-08-16T00:00:00Z,100993.4,293.94,3.53,0.455,334.9,322.2,10.79,9.11,0.04551813,15.99993,292.26999,0.04801384,10.49989,292.2608,0.02747842,8.199954,292.29617,-1.74838,-3.818791,292.26169,-6.590811,-5.831056,292.22821,-4.295311,-3.747039,292.06757,-2.217268,-7.582462,291.68576,-3.050822,-4.455613,290.26935,NaN,289.66898,1
2022-08-16T00:20:00Z,101010.5,293.95,3.315,0.447,327.1,321.9,10.34,9.01,0.03052579,15.89997,292.13892,0.01237785,3.599979,292.12122,0.03071772,7.999941,292.15283,-3.295467,-5.133215,291.82663,-0.488148,-0.1082197,291.8176,-9.478034,-4.746247,291.82703,-5.517481,-5.653973,290.89633,-9.09E-07,-10.4,289.8411,NaN,289.67584,1
2022-08-16T00:40:00Z,101034.6,293.68,3.315,0.419,327.1,323.5,9.24,8.099999,0.03532716,11.69995,292.04248,0.01299921,7.599989,292.03085,0.00262672,4.299999,292.06863,-0.2581831,-0.3055184,292.03314,-2.999707,0.04188691,291.94638,-7.437516,-6.534015,291.72513,9.120374,4.567142,290.70563,0.4241528,-6.38593,289.81455,NaN,289.60666,1
2022-08-16T01:00:00Z,101066.4,293.36,3.383,0.369,326,326,9.13,8.059999,0.02748891,10.49996,291.93533,0.007539819,4.799994,291.9379,0.03194644,8.799942,291.9653,-1.372184,-1.589689,291.87863,-3.391555,-0.8644972,291.80713,-4.189014,-3.86551,291.56757,-5.417385,4.742567,290.45889,1.919243,1.441009,289.71213,NaN,289.54855,1
2022-08-16T01:20:00Z,101092.8,293.2,3.369,0.358,323,322.3,8.45,7.521,0.02263865,10.89998,291.8764,0.02023184,9.199978,291.86264,0.02626366,7.599954,291.89795,-1.940479,-2.15512,291.86243,-3.773242,2.802257,291.79669,-1.611595,-1.497585,291.71527,-3.569576,-4.314873,290.815,3.751335,-1.654536,290.00665,NaN,289.53409,1
2022-08-16T01:40:00Z,101115.1,293.11,3.118,0.374,319,329.7,8.2,7.310001,0.02083573,12.69998,292.01056,0.01091877,4.599987,291.99594,0.005445426,5.199998,292.009,-0.6217942,-0.6506704,291.89261,-2.109504,-4.422668,291.78397,-6.093187,-2.536349,291.33411,2.49062,-3.985826,290.19589,3.80299,-2.928696,289.90723,NaN,289.53076,1
2022-08-16T02:00:00Z,101130.5,293.17,3.091,0.362,315.8,332.4,7.49,6.702,0.02278701,13.59998,292.17215,0.01887745,6.399973,292.15604,0.03049955,7.499938,292.12961,-1.6006,-1.65169,291.8772,-7.170698,1.367881,291.74326,-6.848267,-3.733796,291.18485,-2.62E-07,-3,290.36087,2.768518,-0.4186991,290.155,NaN,289.55249,1
2022-08-16T02:20:00Z,101148.7,293.29,3.103,0.334,310.4,329,9.019999,7.676001,0.02697928,11.79997,292.24893,0.02082001,7.899973,292.22632,0.02145338,2.799918,292.20783,-6.874724,-6.410784,291.88767,-11.09371,-1.539377,291.43063,-3.837104,-2.153283,290.38092,4.943782,-0.747677,289.83698,7.277366,-3.07408,289.68576,NaN,289.48462,1
2022-08-16T02:40:00Z,101161.3,293.46,3.103,0.334,310.4,335,8.03,7.250001,0.03083295,12.09996,292.32794,0.009019852,3.399988,292.29636,0.03751922,8.299914,292.20938,-5.43391,-4.723623,291.80148,3.862299,-7.23344,290.88373,6.292478,-0.3077548,289.9408,4.646228,-3.301903,289.65137,2.425051,-2.383092,289.56299,NaN,289.46991,1
2022-08-16T03:00:00Z,101158.6,293.63,3.062,0.3,310.2,332.4,8.849999,7.878,0.02062455,11.69998,292.88797,0.001982694,1.599999,292.63797,0.01143539,5.599988,292.17236,-5.859582,-3.037317,291.84561,-1.782792,2.776986,290.29175,7.073814,-1.803093,289.69879,2.844499,-4.233063,289.50296,1.130163,-1.527328,289.49054,NaN,289.47775,1
2022-08-16T03:20:00Z,101163.2,293.4,3.127,0.287,308.9,335,8.49,7.666,0.0109659,10.29999,292.7222,0.002199114,1.799999,292.6824,0.009686554,2.499981,292.44016,-5.405842,-2.826106,291.53583,-3.8,4.53E-08,290.04169,-4.334232,-1.210138,289.6113,-0.4536841,-0.5330767,289.46314,4.470771,-2.238796,289.43692,NaN,289.44226,1
2022-08-16T03:40:00Z,101154.9,293.12,3.157,0.285,306.1,336.6,8.92,7.920001,0.01832595,10.49998,292.41846,0.01545487,5.499978,292.38663,0.02379227,6.399956,292.34338,-2.443201,-0.8892522,291.94177,2.2,-9.62E-08,291.18723,4.394086,2.385794,290.11456,2.233932,-3.674173,289.55975,0.3084686,-6.793001,289.42847,NaN,289.37918,1
2022-08-16T04:00:00Z,101148.3,292.8,3.185,0.305,304.8,332.9,8.34,7.387001,0.01607796,9.399986,292.27725,0.004146898,1.799995,292.21912,0.008545124,3.399989,292.01846,-2.180173,-1.223456,290.83099,-3.057485,0.5116491,289.81625,0.1897752,-0.06312981,289.55975,-1.019251,1.949648,289.48673,-7.852536,-2.982899,289.39255,NaN,289.36188,1
2022-08-16T04:20:00Z,101147.9,292.47,3.291,0.302,306.8,332.8,8.54,7.565001,0.01127482,7.599992,292.08112,0.003864158,2.699997,292.05682,0.00706509,4.399994,292.03799,-3.414312,-1.8848,291.05902,-2.320825,3.971621,289.50241,-5.365288,-0.6112964,289.53088,-2.92954,-1.72563,289.47464,-1.796248,-0.1161588,289.39353,NaN,289.33597,1
2022-08-16T04:40:00Z,101152.3,292.14,3.244,0.303,309.7,335.2,8.189999,7.354001,0.01897695,8.299978,291.94443,0.003029892,3.099998,291.93997,0.001507964,1.799999,291.90372,-2.920464,-1.740946,291.3053,2.008234,1.314152,289.57868,-2.80E-07,-3.2,289.50977,-1.052495,0.3197723,289.44367,-1.254364,-7.49577,289.4162,NaN,289.26718,1
2022-08-16T05:00:00Z,101146.7,291.85,3.196,0.325,304.6,337.6,7.74,6.686,0.01846382,7.099977,292.01965,0.01211781,5.299986,291.98987,0.00222704,2.199999,291.88483,-2.261486,-0.4191415,290.42191,0.1670999,0.8843515,289.46158,-4.821037,-0.8761291,289.48422,-5.370048,2.191479,289.39484,3.181981,3.181981,289.21576,NaN,289.17914,1
2022-08-16T05:20:00Z,101136.4,291.64,3.196,0.325,304.6,336.4,6.750001,5.943,0.02277652,8.69997,292.0441,0.01651428,5.699976,292.01968,0.0128334,5.699986,291.93481,-4.695471,-1.7183,290.58258,1.947285,1.722812,289.45242,-2.411394,0.6596829,289.46124,-8.174802,2.328653,289.24014,-2.997223,-6.5465,289.15036,NaN,289.09461,1
2022-08-16T05:40:00Z,101124.4,291.65,3.196,0.325,304.6,340.1,6.44,5.651,0.01545663,8.199986,292.02008,0.003644242,1.199995,291.99033,0.01714086,6.099976,291.7251,-6.986944,-0.4273406,289.67459,-4.60454,-3.688931,289.469,-2.190786,7.590155,289.42209,-1.456038,5.510894,289.18149,8.690062,-8.275435,289.10233,NaN,289.03223,1
2022-08-16T06:20:00Z,101115.1,291.17,3.549,0.393,300.7,328.7,6.13,5.107,0.0135612,6.999988,291.8624,0.04839776,9.399876,291.84656,0.02481676,5.899948,291.33575,-4.073645,0.4641345,289.7872,3.629964,10.91207,289.4578,-7.933532,6.087616,289.25913,-7.037897,1.93856,289.09616,-0.8874358,-3.178436,288.9054,NaN,288.87784,1
2022-08-16T06:40:00Z,101119.1,290.94,3.691,0.409,300.3,339.6,5.87,5.239,0.02921676,8.999954,291.71304,0.02297016,4.099936,291.70306,0.0146293,3.299968,291.17642,-2.294944,0.1524296,289.6626,2.800016,-4.262618,289.39493,-4.657838,-4.09201,289.27313,-4.800729,-5.094409,288.97809,-0.716415,-1.430647,288.80509,NaN,288.77615,1
2022-08-16T07:00:00Z,101113.7,290.79,3.553,0.407,301,343.9,5.84,4.82,0.01924223,7.499976,291.57761,0.005916662,2.999994,291.57904,0.01196943,2.699973,291.16126,-5.269991,0.563201,289.77475,2.978035,-2.360362,289.43689,-3.854785,4.062098,289.26599,-8.235023,5.125854,289.01566,2.076314,-5.735758,288.72266,NaN,288.69833,1
2022-08-16T07:20:00Z,101107.6,290.81,3.439,0.376,303.9,332,6.51,5.634,0.004288274,6.299999,291.67542,0.0359134,5.699887,291.67215,0.03138604,4.8999,291.6333,-0.614316,-1.145695,290.74289,0.5021836,-1.728529,289.61087,4.213101,2.873982,289.38889,0,8.6,289.19333,7.890285,1.320381,289.02411,NaN,288.78378,1
2022-08-16T07:40:00Z,101103,290.7,3.437,0.348,311.8,326.1,5.03,3.825,0.002199115,6.299999,291.76956,0.005637405,1.899992,291.57459,0.01894893,3.299946,291.32376,-1.532844,-5.490026,290.11523,-4.98E-07,-5.7,289.57269,-0.4702848,1.943922,289.35989,-5.966386,5.024166,289.1814,-0.5446666,-0.251671,288.9263,NaN,288.66895,1
2022-08-16T08:00:00Z,101106.9,290.62,3.548,0.34,317.7,323.2,7.35,6.154,0.01021017,7.799994,291.8971,0.0197499,2.299915,291.89224,0.00615228,2.499992,291.50757,-0.701667,-2.399513,291.08356,7.635867,0.9917264,289.74573,0,3,289.38968,-6.694538,-2.910868,289.16055,-2.799041,-0.07329502,288.94775,NaN,288.62177,1
2022-08-16T08:20:00Z,101106.7,290.94,3.383,0.324,323.1,326.1,7.36,6.305,0.01332733,9.19999,291.89792,0.008136705,2.099984,291.87796,0.01219807,2.899974,291.52472,-0.6468892,-2.102745,290.83517,2.118149,-2.263503,289.76703,3.014584,1.073445,289.46445,-4.822787,1.319366,289.27631,-3.955319,2.3485,288.94449,NaN,288.785,1
2022-08-16T08:40:00Z,101106.6,290.8,3.32,0.329,321,329.5,7.47,6.781,0.0122173,9.999992,291.90317,0.04258934,8.29989,291.89194,0.006646208,2.799992,291.61359,-0.6470483,-2.414814,291.23557,4.965252,1.164589,290.0885,7.083159,-1.766031,289.63669,1.475372,3.393122,289.3139,-6.298555,2.817483,289.01447,NaN,288.81146,1
2022-08-16T09:00:00Z,101105.1,290.55,3.441,0.329,321.8,322.1,7.39,6.499,0.02221104,10.09998,291.90625,0.002729694,1.699998,291.88809,0.01578121,3.299962,291.83933,-1.041819,-3.02566,290.98987,2.290907,1.000873,290.54715,5.183722,-4.554012,289.74689,-8.338864,-4.7564,289.36441,2.369793,0.3795792,289.05225,NaN,288.85596,1
2022-08-16T09:20:00Z,101103.8,290.55,3.344,0.32,321,324,7.45,6.481,0.00992045,11.6,291.82831,0.114405,13.79952,291.79929,0.01105836,2.199972,291.78888,-0.9256777,-3.478954,291.32626,0.4168076,-0.6828408,290.34552,2.218482,-0.606908,289.64044,3.7681,2.638452,289.33426,-3.394113,3.394112,289.06217,NaN,288.87702,1
2022-08-16T09:40:00Z,101113,290.67,3.172,0.307,320.7,325,7.43,6.632,0.02450267,13.89998,291.78717,0.007967426,5.499994,291.74152,0.004188786,1.599995,291.59763,-0.490175,-0.7548035,291.29645,3.384899,-2.486456,290.13754,-1.746532,-0.4354595,289.50406,-0.3401745,3.081279,289.31928,4.961115,-1.86476,289.05405,NaN,288.89642,1
2022-08-16T10:00:00Z,101128.4,290.73,3.319,0.315,317.7,330.9,7.540001,6.497,0.01769763,15.59999,291.72745,0.02540321,7.099954,291.70856,0.003796087,1.499995,291.6918,-2.627359,-4.254056,291.26392,5.062975,-1.567252,290.02435,0.5157999,3.865741,289.43442,0,2.4,289.33209,0.7524149,0.6586894,289.07294,NaN,288.92462,1
2022-08-16T10:20:00Z,101141.5,290.72,3.319,0.315,317.7,323.4,7.66,6.582,0.03801847,15.89995,291.80569,0.02443451,4.99994,291.77542,0.01054527,3.799985,291.69016,-2.141399,-3.139173,291.03507,0.4469372,-4.47775,289.94312,1.301848,-3.356366,289.39542,-2.804895,3.126109,289.30243,5.422899,2.324257,289.04468,NaN,288.93085,1
2022-08-16T10:40:00Z,101160.2,290.77,3.093,0.3,314.1,332.7,7.32,6.427,0.02831621,15.59998,291.4353,0.01694888,8.299982,291.42349,0.01025553,2.59998,291.45374,-4.065454,-5.57513,291.39053,-0.1282531,-3.49765,290.30277,1.745428,-4.363884,289.5748,0.643978,4.958356,289.30475,-0.08454067,0.5940142,289.17987,NaN,288.97525,1
2022-08-16T11:00:00Z,101167.1,290.98,3.16,0.3,313.2,323.1,7.39,6.454,0.02017949,14.09999,291.31253,0.1011603,14.89966,291.30536,0.008063414,3.499991,291.31607,-2.146874,-3.135432,291.22192,-2.468721,-7.293518,290.8053,-3.454099,-3.18735,289.66663,5.675352,-1.195985,289.29569,3.138487,1.019756,289.17926,NaN,288.98172,1
2022-08-16T11:20:00Z,101176.3,291.54,3.18,0.296,315.1,325.9,7.520001,6.666,0.03381573,15.49996,291.4039,0.03039489,13.49997,291.39557,0.03878456,8.199908,291.42316,-2.131662,-3.618842,291.28891,-3.655171,-6.434262,290.79181,-2.981016,-2.018301,289.81708,5.757186,2.016138,289.28186,0.8431294,1.359828,289.22669,NaN,289.02747,1
2022-08-16T11:40:00Z,101187.2,291.89,3.023,0.291,316.1,332.9,6.76,6.052,0.03252244,15.39997,291.44052,0.04316537,10.79991,291.42902,0.02061929,6.599968,291.4621,-2.504519,-4.670908,291.15601,-1.369299,-5.533084,290.60898,-3.658399,-0.5532808,289.57318,-5.8,6.92E-08,289.26871,0.5541334,2.025571,289.23309,NaN,289.03909,1
2022-08-16T12:00:00Z,101192.4,292.65,3.13,0.284,313.4,322.4,7.09,6.079,0.03845305,15.29995,291.38223,0.04980464,16.39993,291.36758,0.02875066,5.099919,291.40176,-0.3009065,-0.5190908,291.18781,-1.068441,-3.750791,290.5051,-1.833111,-1.549098,289.58063,0.8206875,2.467078,289.25156,0.9643229,1.637095,289.23389,NaN,289.01373,1
2022-08-16T12:20:00Z,101207.5,293.05,3.415,0.276,315.7,322.5,7.460001,6.329,0.02689551,13.39997,291.1882,0.05781383,12.49987,291.13998,0.03952102,6.799886,291.15439,-1.884801,-3.414312,291.06155,-1.409957,-3.093868,290.43631,-2.287817,-0.2364228,289.45865,2.767783,-0.4235302,289.24231,2.571502,1.545114,289.24509,NaN,288.99915,1
2022-08-16T12:40:00Z,101215.1,293.5,3.496,0.288,317,326.5,7.3,6.328,0.03155553,15.99997,291.13907,0.05294616,12.79989,291.12109,0.03972884,10.29992,291.15179,-0.996105,-1.499258,291.03201,-2.058889,-4.336009,290.78326,-3.987475,-8.512346,289.95563,6.102004,-2.515065,289.27554,4.595965,0.1926277,289.24326,NaN,289.05087,1
2022-08-16T13:00:00Z,101219.7,293.62,3.568,0.298,319.7,330.6,8.559999,7.151001,0.02738071,14.79997,291.15149,0.05563731,9.899843,291.10431,0.03664469,5.799884,291.03964,-2.637667,-4.939911,290.91095,-4.059394,-4.686291,290.8208,-0.07155579,-4.099376,290.22742,0.09598852,-5.499163,289.3096,2.677646,-1.752203,289.24793,NaN,289.03287,1
2022-08-16T13:20:00Z,101231.7,294.22,3.535,0.293,317.7,329.6,7.290001,6.279,0.02247809,15.89998,291.30148,0.03434806,15.99996,291.26471,0.0371963,7.399906,291.24448,-2.642666,-4.709174,291.017,-2.275556,-5.334964,290.75549,-3.116723,-0.7252843,290.23554,-0.09598782,-4.999078,289.27869,0.9396926,-0.3420201,289.24329,NaN,288.97461,1
2022-08-16T13:40:00Z,101229,294.34,3.32,0.291,314.9,348.8,8.74,7.153,0.03321708,15.59996,291.3902,0.03593629,14.49996,291.32541,0.03063045,7.799941,291.2728,-1.728804,-3.157726,290.93164,0.7882126,-3.615069,290.63504,-4.604258,-2.821491,290.0849,-3.002608,-0.7709375,289.24994,0.4827782,1.207032,289.13315,NaN,288.88654,1
2022-08-16T14:00:00Z,101224.5,294.73,3.454,0.298,312.6,337.7,8.61,7.363,0.01170767,15.6,291.45816,0.01490511,12.19999,291.40088,0.01027997,3.099983,291.2066,-1.372557,-2.089518,290.76193,-0.2046724,-5.095892,290.33542,-2.566554,0.415692,289.31879,-5.628259,0.9015008,289.20349,4.310995,-2.907804,288.90485,NaN,288.57315,1
2022-08-16T14:20:00Z,101225.3,294.98,3.663,0.296,309.6,324.7,7.880001,6.78,0.02271545,13.69998,291.47992,0.03924194,15.39995,291.37146,0.02970365,6.099928,291.16974,-1.045266,-1.465408,290.83688,-0.8167746,-3.300436,290.19614,-5.314656,0.9562614,289.2992,0,0.5,289.18759,3.500697,2.497023,288.89874,NaN,288.51108,1
2022-08-16T14:40:00Z,101230.2,293.8,3.309,0.281,315.1,322.7,8.599999,7.654,0.02756223,14.09997,291.29147,0.03459939,16.79996,291.10306,0.02705946,5.099928,290.84097,-1.653804,-2.006224,290.68201,-0.8821526,-6.43986,290.11691,-4.396757,-0.1689066,289.28177,2.682106,0.3103301,289.17435,0.7530878,0.4928069,288.82639,NaN,288.41449,1
2022-08-16T15:00:00Z,101222.3,293.49,3.217,0.275,314.7,320.6,8.849999,7.679,0.04569264,13.99993,291.28455,0.01114567,6.19999,291.17108,0.006201142,1.699989,290.91107,-5.196674,-4.98343,290.53879,-0.150771,-4.797631,289.61124,4.673179,-1.096085,289.25684,2.733245,-6.226506,289.04968,2.422539,0.6174976,288.6633,NaN,288.41971,1
2022-08-16T15:20:00Z,101199.4,293.2,3.476,0.285,315.3,318.3,9.33,8.07,0.02719571,14.69998,291.17053,0.009944884,7.399994,291.07193,0.003810054,5.899999,291.03095,-2.754055,-3.037299,290.51898,1.614796,-1.001216,289.51199,3.398131,-0.1127278,289.23618,1.0673,-0.5485177,289.14859,-5.241548,5.640582,288.6026,NaN,288.34168,1
2022-08-16T15:40:00Z,101204.9,293.15,3.648,0.319,320.3,315.2,9.58,8.42,0.03517707,13.89996,290.99088,0.02402267,7.399962,290.93762,0.00622035,3.299994,290.79395,-4.811447,-4.662615,290.02249,-0.7108938,0.3669196,289.19632,-1.759877,1.913853,289.20746,2.894782,-1.967292,288.86258,-0.5322285,-2.13465,288.37787,NaN,288.16583,1
2022-08-16T16:00:00Z,101209.6,293.14,3.509,0.328,324.4,315.9,9.34,8.15,0.02765647,13.89997,290.94928,0.01117883,6.09999,290.91968,0.01725946,2.899949,290.82007,-6.12918,-5.596708,290.17593,-2.36207,-0.4250039,289.24777,-1.327445,2.465338,289.20499,4.623063,-3.334259,288.84314,1.889095,-1.786427,288.29593,NaN,288.08563,1
2022-08-16T16:20:00Z,101217.9,293.19,3.557,0.333,326.7,318.3,9.13,7.921001,0.03073174,14.19997,290.95883,0.02373817,6.699958,290.87167,0.01022759,1.999974,290.58048,-4.526402,-4.8033,289.45111,-0.7064093,-1.435614,289.20465,5.630958,2.071789,289.20557,7.832772,-3.786512,289.05835,0.6877938,2.194753,288.69605,NaN,288.13864,1
2022-08-16T16:40:00Z,101219.5,293.15,3.462,0.361,326.5,316,9.61,8.45,0.05058828,15.49992,290.98846,0.02609261,6.499948,290.97012,0.03489247,6.799911,290.88248,-4.86261,-5.035378,290.57236,-2.124956,-5.181174,289.21729,-5.824921,4.232055,289.19904,4.425604,2.534567,289.03482,5.8488,1.732493,288.84805,NaN,288.36542,1
2022-08-16T17:00:00Z,101227.5,293.05,3.462,0.361,326.5,323.7,9.79,8.67,0.03058861,12.69996,290.89972,0.003665188,1.399995,290.79834,0.004948008,4.499998,290.75571,-9.205982,-7.697394,290.08948,-5.161879,-5.16188,289.15985,-0.3289078,3.685352,289.18323,5.810366,-1.024524,289.03125,2.502999,-0.703561,288.7132,NaN,288.31278,1
2022-08-16T17:20:00Z,101230.2,292.99,3.279,0.403,335.5,319.8,9.75,8.62,0.02142566,13.19998,290.79163,0.02056345,8.599975,290.74011,0.00334056,2.899998,290.63126,-2.479823,-2.022493,289.98322,-4.197442,-0.146577,289.2402,-2.524212,3.230844,289.17426,1.411198,3.528246,288.91528,1.517825,3.700839,288.42563,NaN,288.21622,1
2022-08-16T17:40:00Z,101220.9,293.07,3.185,0.408,336,317.4,10.72,9.22,0.06361708,16.19988,290.66248,0.01225219,3.599979,290.67484,0.005253441,6.999998,290.57636,-3.748065,-3.458614,289.82092,-0.5980814,-1.908481,289.138,-8.81121,1.254022,289.1738,-1.436796,5.515942,288.89536,1.797695,0.09106729,288.4151,NaN,288.25247,1
2022-08-16T18:00:00Z,101220.7,293.03,3.043,0.427,335.3,322.5,10.11,8.929999,0.03261669,14.59996,290.60117,0.01573936,5.399977,290.57895,0.02165951,8.499972,290.56964,-0.6832738,-0.7301622,290.07974,0.468641,-0.1742861,289.33609,-1.081292,0.520391,289.16452,1.7911,0.1787754,288.9314,4.456732,1.782566,288.37644,NaN,288.13251,1
2022-08-16T18:20:00Z,101210.8,292.92,3.292,0.431,332.7,316.6,10.27,9.03,0.03138973,16.49997,290.67157,0.01025553,2.59998,290.65241,0.01773253,7.999981,290.6655,-1.925386,-2.168615,289.85748,-3.161498,-1.922221,289.11792,-1.655983,4.291587,289.15707,2.662672,-2.422845,288.43649,4.208814,1.856308,288.32456,NaN,288.10605,1
2022-08-16T18:40:00Z,101188.9,292.84,3.129,0.43,333.8,325.1,10.55,9.37,0.05591849,16.0999,290.4931,0.03680367,9.899931,290.43204,0.001439897,7.500001,290.48068,-3.083477,-3.547135,290.43265,-5.078632,-6.690851,290.155,-4.299581,-0.06003575,289.38999,1.217979,6.384867,288.65176,5.571271,1.204551,288.36823,NaN,288.17658,1
2022-08-16T19:00:00Z,101187.4,292.91,2.924,0.435,334.6,322.9,10.58,9.16,0.03891032,14.19995,290.39993,7.50E-04,0.1999986,290.28604,0.01222777,11.29999,290.31039,-2.238923,-2.286313,289.9086,-5.5,6.56E-08,289.45572,-3.063242,3.296445,288.65082,3.745146,1.088065,288.37109,3.945094,1.116349,288.25958,NaN,288.03021,1
2022-08-16T19:20:00Z,101181.6,293,3.098,0.449,336.5,320.5,10.73,9.49,0.02946812,13.39997,290.36627,0.05674396,12.79988,290.39697,0.02243094,8.39997,290.30872,-4.012074,-3.463129,290.10642,-2.797725,-2.265553,289.74359,-1.291344,2.927872,288.81552,4.239783,0.7171056,288.34506,3.141207,0.6105886,288.16379,NaN,287.93799,1
2022-08-16T19:40:00Z,101191.7,293.36,2.924,0.477,331.4,346.8,12.14,9.61,0.04455818,13.79993,290.3103,0.03109813,5.899918,290.28958,0.01313186,11.39999,290.28861,-2.786444,-2.728687,289.96512,-5.242632,2.918014,289.1149,0,1.3,288.4548,4.583186,5.290974,288.23605,1.068395,2.260206,287.90088,NaN,287.79898,1
2022-08-16T20:00:00Z,101222.3,294.65,3.067,0.48,313.4,357.5,9.05,7.596,0.03328688,12.79996,290.25977,0.0267035,8.499958,290.25809,0.00247313,1.299998,290.24918,-5.127901,-3.484916,289.85156,-4.096703,-4.917014,288.84528,3.884863,6.648146,288.30899,7.27945,2.183939,288.06357,9.869409,-6.09547,287.84216,NaN,287.57498,1
2022-08-16T20:20:00Z,101220.5,293.95,3.418,0.463,301.6,331.2,6.95,5.205,0.03089231,14.99997,290.4277,0.01407432,4.79998,290.35239,0.01066221,4.099986,290.2746,-5.723602,-2.632561,289.86115,-3.99392,-4.610705,289.28159,2.48977,5.12748,288.43741,5.38377,1.124729,288.13382,0.793173,0.4252956,287.79929,NaN,287.38748,1
2022-08-16T20:40:00Z,101222.6,292.73,3.418,0.463,301.6,345.2,5.26,2.914,0.04332248,12.59993,291.35031,0.01157851,6.199989,290.82227,0.00230907,4.899999,290.18582,-6.106384,-2.50441,289.6911,-5.576369,-4.864578,289.13724,4.962731,-0.609347,288.2001,9.583649,-3.188055,287.82938,6.125054,-4.4993,287.38941,NaN,287.27365,1
2022-08-16T21:00:00Z,101182,292.38,3.798,0.364,299.8,332.9,5.39,4.648,0.02858845,8.999955,291.702,0.01536237,5.399978,290.42416,0.01895424,5.99997,289.94827,-7.274614,-4.199999,289.36322,-8.531262,-4.179423,288.69135,12.27296,0.8151677,288.19998,3.998423,-3.002102,287.6521,3.308808,-0.7821695,287.26941,NaN,287.21515,1
2022-08-16T21:20:00Z,101162.7,292.63,3.739,0.375,300.7,325.8,5.04,3.993,0.02808752,7.699948,291.69907,0.01427328,4.699978,290.36774,0.007628827,3.09999,289.72339,-6.773206,-2.72281,289.31848,-7.2,8.59E-08,288.37244,5.288953,-0.342021,288.08054,1.551113,-0.3924916,287.63364,4.473446,-2.44914,287.28024,NaN,287.09985,1
2022-08-16T21:40:00Z,101191.7,292.84,3.771,0.377,299,337.7,4.48,3.721,0.02971241,7.599942,291.40414,0.01061159,3.999986,290.22455,0.00439823,6.999998,289.86792,-6.269816,-2.06141,289.16284,0.3845064,7.590267,288.28479,2.806868,-1.536715,288.08722,1.565091,-0.8890953,287.70496,5.171585,-1.872088,287.47614,NaN,287.13471,1
