time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_mean_period (s),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed_of_gust (m s-1),wind_speed (m s-1),eastward_sea_water_velocity_1 (m s-1),northward_sea_water_velocity_1 (m s-1),sea_water_temperature_1 (K),eastward_sea_water_velocity_2 (m s-1),northward_sea_water_velocity_2 (m s-1),sea_water_temperature_2 (K),eastward_sea_water_velocity_3 (m s-1),northward_sea_water_velocity_3 (m s-1),sea_water_temperature_3 (K),eastward_sea_water_velocity_4 (m s-1),northward_sea_water_velocity_4 (m s-1),sea_water_temperature_4 (K),eastward_sea_water_velocity_5 (m s-1),northward_sea_water_velocity_5 (m s-1),sea_water_temperature_5 (K),eastward_sea_water_velocity_6 (m s-1),northward_sea_water_velocity_6 (m s-1),sea_water_temperature_6 (K),eastward_sea_water_velocity_7 (m s-1),northward_sea_water_velocity_7 (m s-1),sea_water_temperature_7 (K),eastward_sea_water_velocity_8 (m s-1),northward_sea_water_velocity_8 (m s-1),sea_water_temperature_8 (K),northward_sea_water_velocity (m s-1),sea_water_temperature_9 (K),platform
2022-06-30T08:40:00Z,101444.4,288.77,3.243,0.093,215.5,17.95,9.35,7.971,0.003417355,8.9,288.547,0.0337965,10.29995,288.534,0.003211405,3.999999,288.567,0.5861266,5.770308,288.446,0.7198794,2.078888,288.399,6.450408,2.966856,287.843,6.358758,-5.488734,287.668,3.818377,3.818377,287.512,NaN,287.274,1
2022-06-30T09:00:00Z,101422.4,288.85,3.243,0.093,215.5,91.7,9.03,7.755,0.01559974,8.199986,288.49,0.02644169,7.499954,288.475,0.004265584,5.199998,288.504,0.1343068,2.195897,288.465,4.080378,6.529971,288.451,8.04571,2.413828,288.321,4.01708,1.533974,287.662,2.060909,-3.31099,287.522,NaN,287.245,1
2022-06-30T09:20:00Z,101394.6,288.91,3.243,0.093,215.5,129.5,8.83,7.557,0.002443461,6.999999,288.442,0.006230822,3.499994,288.428,0.004886922,4.999998,288.46,0.9412194,3.371069,288.428,1.996683,0.1151282,288.427,3.846965,-1.095837,288.415,11.72987,-2.005025,287.685,1.901519,-1.773196,287.437,NaN,287.274,1
2022-06-30T09:40:00Z,101385.7,289.05,3.243,0.093,215.5,49.74,8.39,6.778,8.90E-04,3,288.398,0.00392699,2.499997,288.387,0.00244346,1.999998,288.419,5.463824,7.27713,288.386,4.123235,-6.972011,288.347,2.351354,11.76738,288.34,1.710106,-4.910757,287.628,4.992753,-4.906365,287.47,NaN,287.205,1
2022-06-30T10:20:00Z,101462.7,289.46,3.243,0.093,215.5,178.9,6.72,5.979,0.0027838,5.499999,288.368,0.009513788,6.899993,288.36,0.005204567,2.099993,288.392,2.651923,6.908495,288.359,3.926334,2.396644,288.368,-2.36E-07,-2.7,288.422,10.40532,1.406853,288.021,5.73157,-6.276871,287.521,NaN,287.243,1
2022-06-30T10:40:00Z,101457.5,289.53,NaN,NaN,NaN,173.2,7.01,6.246,0.005354669,5.199998,288.365,0.007504913,4.299994,288.349,0.004839796,4.699998,288.385,2.462646,3.152043,288.35,10.29063,2.931363,288.358,5.998684,0.1256538,288.416,3.196324,-0.8206771,288.297,5.285081,0.397387,287.571,NaN,287.26,1
2022-06-30T11:00:00Z,101459.7,289.67,NaN,NaN,NaN,177.8,7.38,5.994,0.008063418,6.999996,288.371,0.001439897,3.3,288.357,0.007330378,3.499992,288.389,4.379216,3.648625,288.35,2.028568,4.350278,288.352,3.070378,1.209454,288.414,2.619798,0.6531891,288.3,1.37888,1.157018,287.501,NaN,287.228,1
2022-06-30T11:20:00Z,101414.6,289.79,NaN,NaN,NaN,51.88,9.22,7.586,0.009368925,6.099993,288.379,4.82E-04,1.2,288.368,0.003581415,3.599998,288.397,4.705788,5.04634,288.367,3.111497,5.706889,288.37,-1.369894,8.18617,288.407,2.127519,3.027154,288.139,1.572857,-0.6450756,287.282,NaN,287.193,1
2022-06-30T11:40:00Z,101388,289.94,NaN,NaN,NaN,28.38,9.74,8.19,0.001633628,2.399999,288.408,0.01633627,7.199982,288.393,0.003560471,3.399998,288.427,0.5796515,0.9348819,288.381,4.731964,1.902238,288.375,4.946362,-0.7304153,288.396,0,3.9,288.002,0.5889924,-1.700908,287.241,NaN,287.208,1
2022-06-30T12:00:00Z,101372.1,290.6,4.763,0.078,265.1,57.58,10.2,8.33,0.002110103,3.9,288.43,0.003665189,1.999997,288.415,0.008429938,6.999994,288.445,0.7842039,3.820343,288.402,0.5187891,0.7354303,288.405,1.223917,5.25947,288.444,-2.14836,-4.180257,287.984,-2.278653,-3.646607,287.231,NaN,287.225,1
2022-06-30T12:20:00Z,101344.8,291.38,3.92,0.091,267.6,19.28,10.28,8.94,0.003970622,2.499997,288.408,0.01140746,4.299985,288.381,0.02081478,8.899976,288.409,0.9153822,2.75174,288.367,2.483432,0.2873427,288.366,2.990752,0.2353773,288.409,4.45727,-2.678198,287.934,1.667866,-3.190333,287.232,NaN,287.241,1
2022-06-30T12:40:00Z,101311.4,292.18,3.034,0.099,299.4,110.2,11.34,9.54,0.01162387,3.599981,288.418,0.02259845,5.199951,288.398,0.01513722,4.899976,288.437,1.963615,3.484855,288.393,-3.468441,0.4689533,288.356,0.3412342,2.779129,288.243,1.476674,-0.8422799,287.505,-0.9266922,-5.421369,287.24,NaN,287.245,1
2022-06-30T13:00:00Z,101247,292.74,2.067,0.129,286.4,189.2,13.37,10.66,0.02636491,9.099962,288.427,0.046265,9.399886,288.404,0.02173979,7.199967,288.44,0.9850701,1.967139,288.39,1.342348,0.3976213,288.388,2.834567,-1.689742,288.438,-0.8189406,1.13549,287.692,-5.74655,2.046257,287.261,NaN,287.243,1
2022-06-30T13:20:00Z,101224,293.06,1.343,0.15,266.2,193.9,12.53,10.53,0.01622456,5.599976,288.406,0.01766269,4.599966,288.383,0.00976859,2.899983,288.417,-0.3911336,4.382581,288.363,5.217367,3.34949,288.362,3.759778,6.257321,288.36,5.058678,-2.402038,288.117,2.658159,-0.4734902,287.374,NaN,287.255,1
2022-06-30T13:40:00Z,101165.6,293.51,1.343,0.15,266.2,197.8,12.96,10.55,0.02799154,8.099952,288.399,0.02477138,5.699946,288.373,0.01646541,5.299974,288.403,-0.1099491,8.999329,288.357,2.414815,0.6470474,288.362,-0.2495201,6.495209,288.342,3.273704,3.779267,287.624,1.336998,-3.557026,287.317,NaN,287.236,1
2022-06-30T14:00:00Z,101152.2,294.03,1.485,0.136,320.8,207.3,12.96,10.33,0.01084372,5.69999,288.448,0.01803792,3.899958,288.42,0.01184379,3.899982,288.443,4.520653,6.109312,288.4,0.7524485,1.853057,288.351,4.159252,-1.091159,288.384,4.729958,-0.8170061,288.23,-5.94E-07,-6.8,287.477,NaN,287.235,1
2022-06-30T14:20:00Z,101110.9,294.36,1.638,0.154,323.2,211.1,12.52,10.38,0.02003635,6.999971,288.431,0.01652472,3.599962,288.398,0.02572955,5.399939,288.393,2.157806,3.127918,288.377,1.666585,7.517479,288.387,3.673928,-0.9706942,288.298,4.276821,2.590135,287.778,4.515279,-4.675709,287.225,NaN,287.224,1
2022-06-30T14:40:00Z,101089.2,294.62,2.102,0.189,328.7,209.2,13.36,10.33,0.00800757,6.199994,288.425,0.01700646,5.799975,288.392,0.003148574,4.099999,288.42,2.286755,3.40305,288.363,0.7328347,6.05582,288.359,8.741336,7.625552,288.424,2.605458,5.069674,288.233,-8.769764,-3.383967,287.45,NaN,287.221,1
2022-06-30T15:00:00Z,101071.3,294.91,2.266,0.205,328.2,216.1,12.73,10.83,0.03309135,7.999931,288.421,0.01205841,2.099965,288.395,0.01605001,4.39997,288.4,2.659793,2.852279,288.362,2.541523,5.655145,288.356,6.521839,-2.542759,288.434,9.125428,-1.168994,288.179,1.784468,-2.411571,287.777,NaN,287.226,1
2022-06-30T15:20:00Z,101065.9,295.21,2.197,0.222,325.1,217,12.45,10.95,0.01103746,6.19999,288.45,0.02670348,7.499953,288.426,0.02144133,6.299964,288.453,3.348041,3.577795,288.362,5.317835,-2.051982,288.357,5.945946,2.082241,288.364,-4.457044,-5.002476,288.208,-7.69E-07,-8.8,287.921,NaN,287.245,1
2022-06-30T15:40:00Z,101086.1,295.17,2.315,0.251,321.6,224.6,14.29,11.45,0.03842857,10.09993,288.479,0.04454061,8.799888,288.448,0.02377655,5.69995,288.48,2.082478,2.429668,288.419,6.148956,2.660891,288.414,9.02375,2.249874,288.484,13.87405,-3.025033,288.276,7.828768,-1.05849,288.052,NaN,287.324,1
2022-06-30T16:00:00Z,101076.7,295.21,2.288,0.269,314.6,234.3,12.99,10.36,0.0189752,7.199975,288.484,0.01823866,5.49997,288.454,0.006670646,4.899995,288.472,5.511806,2.104754,288.373,2.466273,-2.340405,288.39,3.761176,-7.510895,288.368,-4.57203,-9.894774,288.244,4.339962,-3.378569,288.06,NaN,287.443,1
2022-06-30T16:20:00Z,101081,294.8,2.447,0.296,312.6,232.2,14.1,11.12,0.02416404,7.099959,288.497,0.027049,5.399933,288.472,0.01674116,4.399968,288.465,4.222586,3.828807,288.384,1.599705,0.03071589,288.338,7.052942,1.44776,288.298,10.12397,1.243067,288.172,4.619796,-0.8645711,288.103,NaN,287.729,1
2022-06-30T16:40:00Z,101057.7,294.83,2.915,0.336,315.8,234,12.34,10.21,0.0174463,11.89999,288.401,0.02015853,7.699974,288.377,0.01530303,6.399982,288.405,3.339163,3.721558,288.372,1.028478,3.449961,288.347,6.296891,-0.1978881,288.399,4.336151,-1.535512,288.26,6.053626,-4.594954,288.231,NaN,288.062,1
2022-06-30T17:00:00Z,101040.1,295.3,2.731,0.354,311.9,228.4,13.31,11.08,0.01624901,9.799986,288.418,0.02309062,4.899945,288.395,0.02872109,8.799954,288.426,4.501867,1.665291,288.351,2.349121,-1.70048,288.322,2.386162,1.032585,288.364,3.922936,1.191879,288.244,-1.87099,-4.202309,288.204,NaN,288.14,1
2022-06-30T17:20:00Z,100988.5,295.44,2.743,0.354,307.8,225,11.98,10.26,0.01022588,6.299992,288.429,0.01895075,6.099971,288.383,0.01898567,7.399975,288.408,3.208924,1.123749,288.368,2.462079,2.044057,288.311,1.976068,-2.257245,288.369,3.6996,-0.8677337,288.286,-8.906958,-2.303496,288.273,NaN,288.231,1
2022-06-30T17:40:00Z,100966.3,295.73,2.739,0.349,309.9,229.5,13.89,11.42,0.01306902,6.399987,288.395,0.05479436,10.49986,288.382,0.02335245,5.999954,288.376,2.653383,1.170281,288.323,7.027411,-1.012665,288.301,-0.1983402,-1.68839,288.352,5.786569,0.3944888,288.274,1.890669,-0.9139856,288.273,NaN,288.248,1
2022-06-30T18:00:00Z,100934.9,296.17,2.382,0.345,311.3,228.4,15.4,11.8,0.03117149,7.599935,288.405,0.03239144,6.699922,288.377,0.02330006,4.999946,288.431,3.589033,1.766023,288.391,0.6699305,-4.954916,288.371,1.42144,-1.545804,288.424,-7.064894,-0.7051716,288.365,0.8638246,-0.2526002,288.378,NaN,288.286,1
2022-06-30T18:20:00Z,100888.5,296.46,2.532,0.335,313,227.2,15.38,12.38,0.024459,7.699961,288.41,0.02131907,3.499935,288.378,0.03453643,6.799913,288.426,2.535327,1.952464,288.374,4.492538,0.2590384,288.365,3.99961,-0.05584887,288.421,2.400734,0.6974777,288.369,5.179414,-0.4622506,288.345,NaN,288.279,1
2022-06-30T18:40:00Z,100861.5,296.6,2.856,0.339,313.7,231.7,16.78,12.69,0.01335175,4.999982,288.353,0.03797817,6.799894,288.331,0.02268921,5.199951,288.336,5.221865,5.521968,288.295,4.89258,-1.761438,288.293,2.017624,2.736639,288.351,3.888657,1.586931,288.296,2.880781,-0.3333178,288.294,NaN,288.267,1
2022-06-30T19:20:00Z,100791.4,297.28,2.526,0.382,312.8,237.5,15.97,12.8,0.03833608,11.49994,288.342,0.01298516,1.999958,288.315,0.01963137,3.699948,288.35,3.066086,3.693118,288.305,2.075156,2.941721,288.314,4.443086,2.293247,288.359,0.8932918,0.6418953,288.314,0.755945,5.447802,288.31,NaN,288.25,1
2022-06-30T19:40:00Z,100774.5,297.65,2.412,0.387,311.4,238.1,18.1,14.15,0.05670208,13.09988,288.352,0.04523875,8.999886,288.326,0.0412524,7.599888,288.371,5.136422,7.390342,288.325,0.4965988,4.975278,288.324,-1.692354,9.043005,288.374,2.201193,1.185221,288.316,2.472748,2.031138,288.319,NaN,288.314,1
2022-06-30T20:00:00Z,100744.2,296.95,2.763,0.41,303.6,237.7,17.54,13.9,0.1017523,21.99976,288.335,0.1037245,20.99974,288.308,0.02879782,5.999931,288.35,6.519258,7.317054,288.319,3.532047,7.178066,288.328,1.407894,5.52339,288.384,4.687412,12.3397,288.316,3.370765,6.47518,288.308,NaN,288.306,1
2022-06-30T20:20:00Z,100744.8,296.98,2.606,0.407,299,233.2,16.9,13.5,0.1705404,29.69951,289.129,0.1365011,19.79953,289.102,0.07963394,20.09984,289.125,20.08508,16.03371,289.069,21.17426,12.52242,289.066,11.6008,12.01297,289.107,10.68856,13.73006,288.869,5.51542,12.10249,288.7,NaN,288.568,1
2022-06-30T20:40:00Z,100729.2,296.98,2.606,0.407,299,237,15.02,12.79,0.1247992,22.69966,288.958,0.09815335,18.19973,288.93,0.08767282,19.0998,288.968,9.694706,9.394823,288.929,17.23774,12.34101,288.912,16.39956,6.659169,288.959,11.87858,7.596668,288.878,8.122584,8.559417,288.763,NaN,288.7,1
2022-06-30T21:00:00Z,100723.1,297.17,2.791,0.368,304.1,235.6,15.87,13.29,0.1187186,25.09972,289.169,0.1586419,20.79939,289.143,0.0557125,13.69989,289.183,12.52302,10.43379,289.136,14.54518,10.26049,289.134,14.2904,0.5240052,289.189,9.79204,7.929436,289.073,4.036584,7.25231,289.035,NaN,288.986,1
2022-06-30T21:20:00Z,100710.7,297.21,2.86,0.373,304.1,234.6,15.67,12.94,0.1409084,24.09959,289.17,0.1510781,22.8995,289.141,0.0876501,17.99979,289.159,12.64278,13.09199,289.123,10.95238,10.53971,289.13,9.820775,10.53149,289.185,7.085078,6.770648,289.13,6.623243,10.00663,289.135,NaN,289.139,1
2022-06-30T21:40:00Z,100708.6,297.16,2.481,0.362,303.3,234.4,16.54,13.06,0.1136938,23.09972,289.149,0.09177594,16.79975,289.129,0.07569115,15.59982,289.159,14.46842,12.6216,289.121,11.5209,7.596634,289.137,9.518078,5.103548,289.196,7.761779,11.77135,289.14,8.632336,10.50918,289.143,NaN,289.149,1
2022-06-30T22:00:00Z,100680.2,297.13,1.882,0.34,300,230.1,15.84,13.02,0.1022899,22.19976,289.33,0.1025969,17.5997,289.311,0.06121902,15.79988,289.345,13.05648,11.34982,289.302,6.320498,13.93346,289.277,7.725942,8.91907,289.252,9.146556,10.86189,289.163,5.174958,6.993554,289.187,NaN,289.143,1
2022-06-30T22:20:00Z,100659.2,297.37,2.207,0.338,287.8,235.2,15.8,13.38,0.1929066,31.39941,289.214,0.1296003,20.39959,289.208,0.06859136,26.19991,289.267,19.4523,17.70023,289.229,16.50633,11.64393,289.256,20.71516,13.45258,289.248,10.04821,9.015739,289.193,9.293116,18.16034,289.184,NaN,289.171,1
2022-06-30T22:40:00Z,100647.2,297.51,2.438,0.321,281.1,233.3,16.5,13.3,0.1704375,31.39954,289.293,0.1368327,19.99953,289.278,0.1028851,23.29977,289.321,13.5645,12.87223,289.28,12.36576,16.35047,289.266,17.59278,10.90799,289.312,14.34915,12.60603,289.238,11.59087,14.16128,289.222,NaN,289.192,1
2022-06-30T23:00:00Z,100613.3,297.67,2.504,0.332,297.6,230.7,16.49,13.48,0.1088173,21.79973,289.193,0.145947,23.09954,289.173,0.0780421,16.49982,289.195,13.3897,10.31145,289.157,13.00336,8.062422,289.166,15.56863,8.208402,289.22,11.77674,10.3826,289.142,11.52478,8.465788,289.149,NaN,289.14,1
2022-06-30T23:20:00Z,100588.4,297.59,2.706,0.363,303.1,234.7,17.98,13.37,0.07612406,18.79984,289.187,0.06337598,10.1998,289.165,0.05118161,11.49989,289.201,10.2494,11.22452,289.153,7.867611,5.843003,289.163,12.95912,2.991849,289.215,14.57472,13.40214,289.163,5.124682,3.833751,289.168,NaN,289.164,1
2022-06-30T23:40:00Z,100574.8,297.41,2.87,0.394,310.3,232.6,16.25,13.11,0.04782193,13.69992,289.198,0.09603613,15.4997,289.179,0.06276868,11.09982,289.212,13.41708,10.11049,289.175,6.565984,3.624618,289.184,7.812839,3.82747,289.231,6.298556,2.81748,289.181,4.30385,5.003686,289.184,NaN,289.189,1
2022-07-01T00:20:00Z,100577.1,296.63,3.279,0.407,313.8,231.2,14.29,12.07,0.04630698,13.19992,289.228,0.03491859,5.699893,289.209,0.02766865,8.299954,289.242,7.816535,4.65959,289.207,7.893474,7.516852,289.217,9.228112,-2.646119,289.275,4.890329,6.706316,289.227,2.746988,1.205843,289.23,NaN,289.242,1
2022-07-01T00:40:00Z,100586.1,296.8,3.228,0.407,313.8,234,15.7,12.4,0.03275628,10.19995,289.22,0.09148256,14.39971,289.203,0.0136694,4.399979,289.233,5.774281,7.41739,289.199,5.053809,7.325914,289.208,3.465574,2.190845,289.267,7.955493,8.442165,289.217,8.720653,1.179077,289.224,NaN,289.233,1
2022-07-01T01:00:00Z,100582.7,296.45,2.917,0.423,313.4,227.9,13.98,11.97,0.04290355,10.19991,289.227,0.06743912,11.1998,289.21,0.0199665,4.399954,289.242,6.786122,5.282853,289.209,3.544361,2.93215,289.218,2.140345,2.769282,289.278,3.769199,0.4828451,289.228,7.289006,6.247432,289.234,NaN,289.242,1
2022-07-01T01:20:00Z,100574.2,296.6,3.17,0.446,315.1,227.8,16.76,12.46,0.02472779,8.799966,289.233,0.03964326,8.199905,289.215,0.03806899,8.199911,289.247,6.606535,1.610499,289.212,6.476816,3.144973,289.221,1.43522,-0.4360535,289.281,2.291388,1.936373,289.23,0.4078849,3.274695,289.237,NaN,289.247,1
2022-07-01T01:40:00Z,100539.2,296.75,3.234,0.455,317.2,228.9,16.44,12.77,0.02954664,9.899956,289.251,0.05545927,9.59984,289.236,0.03973053,8.399906,289.267,5.192611,4.842188,289.23,3.181274,8.418997,289.24,7.921089,-5.423684,289.3,5.491944,2.65491,289.25,4.627658,1.27467,289.254,NaN,289.262,1
2022-07-01T02:00:00Z,100512,296.9,3.603,0.476,317.9,227.4,17.25,12.79,0.02944712,7.399942,289.259,0.02806819,4.299909,289.244,0.02999154,4.799907,289.276,4.609175,2.813452,289.239,5.154827,2.188094,289.248,1.578057,0.2640761,289.305,4.834116,1.277229,289.254,3.420257,4.178737,289.263,NaN,289.272,1
2022-07-01T02:20:00Z,100536.4,296.74,3.237,0.476,320.9,224.3,15.69,12.11,0.02954664,9.899956,289.322,0.02176239,3.699936,289.303,0.01426279,3.599972,289.335,3.285208,2.927013,289.3,5.648604,0.7637204,289.309,4.686221,-1.03891,289.367,3.820344,-0.7842039,289.302,2.522769,-0.6289972,289.311,NaN,289.317,1
2022-07-01T02:40:00Z,100534.4,297.13,3.032,0.45,322.9,223.9,14.73,12.24,0.04001506,10.09992,289.404,0.02647308,6.399945,289.387,0.04472396,12.49992,289.417,4.302388,3.584614,289.375,5.429992,5.317442,289.374,6.57874,0.529313,289.431,3.681913,1.80375,289.368,2.836628,0.6029438,289.377,NaN,289.367,1
2022-07-01T03:00:00Z,100521.8,297.28,3.557,0.427,324.8,226.9,14.79,12.35,0.03689622,13.99995,289.441,0.03574771,7.699918,289.432,0.03539521,10.39994,289.465,2.866167,2.644823,289.431,1.605884,2.651629,289.438,2.290907,1.000873,289.48,1.728296,2.074366,289.408,5.260013,6.92981,289.424,NaN,289.398,1
2022-07-01T03:20:00Z,100488.1,297.21,3.61,0.418,323.9,224.9,15.38,12.74,0.04494561,11.59991,289.55,0.03677392,6.999903,289.532,0.02827427,7.499947,289.549,3.675893,3.955731,289.508,4.814803,0.9097659,289.505,7.017211,2.012152,289.556,3.962141,3.668983,289.495,1.909189,1.909188,289.495,NaN,289.469,1
2022-07-01T03:40:00Z,100479.6,297.34,3.731,0.423,321.7,226.8,14.97,11.83,0.04490374,12.79992,289.585,0.03315759,5.899907,289.57,0.04684452,12.19991,289.604,3.893106,2.807797,289.57,3.87259,1.00152,289.576,2.30587,0.665555,289.608,2.811855,2.983869,289.557,3.461556,-0.5173335,289.529,NaN,289.485,1
2022-07-01T04:00:00Z,100484.2,297.47,3.544,0.417,321.8,228.4,17.97,12.9,0.02795316,10.39996,289.543,0.0272375,5.399932,289.528,0.02052496,3.49994,289.557,6.040759,3.730849,289.514,3.29606,-2.603072,289.507,3.918454,-2.94206,289.567,2.941844,-0.5878386,289.501,2.34668,0.5030845,289.5,NaN,289.469,1
2022-07-01T04:20:00Z,100478.8,297.34,3.41,0.417,322.6,229.3,15.81,13.28,0.06147728,13.59986,289.557,0.01524709,2.399952,289.54,0.03179279,6.599923,289.569,4.336634,4.569858,289.523,6.513642,-5.144167,289.518,6.953879,2.809549,289.564,1.926325,0.5378394,289.519,6.595567,-0.2418491,289.518,NaN,289.502,1
2022-07-01T04:40:00Z,100497,297.06,3.149,0.474,321,229.4,16.24,12.62,0.03104409,7.699938,289.558,0.02538913,3.899917,289.542,0.008663778,1.699978,289.574,2.031063,0.8454495,289.539,5.18856,-2.106856,289.548,6.6,-2.88E-07,289.608,-8.091662,-0.3674411,289.556,-5.764209,-8.293606,289.562,NaN,289.537,1
2022-07-01T05:00:00Z,100491.7,296.74,3.279,0.488,320,230.3,15,12.72,0.02919583,10.19996,289.59,0.01731012,3.79996,289.575,0.03109468,6.79993,289.6,4.500666,3.967871,289.547,2.039776,-4.455256,289.565,1.297712,0.07709838,289.601,7.533238,1.005148,289.552,3.19698,-1.157291,289.557,NaN,289.564,1
2022-07-01T05:20:00Z,100486.4,296.21,3.426,0.477,315.9,231.2,15.42,12.11,0.04359124,11.19992,289.652,0.04941692,7.799844,289.637,0.03348929,8.199932,289.668,7.58037,4.663474,289.632,2.313,2.353727,289.632,6.170211,1.69956,289.683,0.9714199,2.626089,289.63,9.039237,2.186821,289.63,NaN,289.637,1
2022-07-01T05:40:00Z,100497.5,296.05,3.268,0.482,312.2,228.6,14,11.64,0.04959516,12.7999,289.723,0.02048307,3.599941,289.702,0.01585103,3.799967,289.744,4.748646,4.29073,289.715,5.297934,-0.1479849,289.717,3.978088,-0.418114,289.775,1.895584,1.116584,289.722,3.19941,0.06143179,289.718,NaN,289.681,1
2022-07-01T06:20:00Z,100434.8,296.16,3.023,0.458,309.3,228.8,14.95,12.13,0.06526118,16.39987,290.036,0.1015042,16.19968,290.018,0.04476932,11.29991,290.054,7.6913,10.35635,290.024,3.159367,5.794688,290.025,5.677304,7.111837,290.08,2.263764,2.669339,290.022,4.362623,3.009572,290.003,NaN,289.994,1
2022-07-01T06:40:00Z,100405.7,296.04,2.994,0.455,311,229.1,14.25,11.9,0.04907857,14.79992,290.087,0.08670573,15.09975,290.07,0.0301121,8.099944,290.097,8.925698,10.52482,290.062,7.84521,10.11398,290.046,9.755346,2.198462,290.111,7.084472,4.324379,290.059,6.811274,3.591176,290.054,NaN,289.967,1
2022-07-01T07:00:00Z,100388.4,295.91,3.171,0.45,312.4,227.5,13.85,11.58,0.04700337,14.09992,290.107,0.04350917,9.699902,290.094,0.05188677,13.6999,290.126,13.51331,9.114843,290.066,5.849577,8.110638,290.07,6.818776,1.055602,290.113,3.101209,1.393738,290.056,3.509392,2.484788,290.05,NaN,290.042,1
2022-07-01T07:20:00Z,100365.1,295.61,3.404,0.458,313.7,224.8,13.19,11.22,0.03389077,13.29996,290.099,0.03660988,7.599911,290.084,0.03145076,8.499942,290.117,6.103864,5.32474,290.082,3.330778,2.875051,290.087,3.152561,4.260441,290.135,1.887961,2.331438,290.085,3.877882,3.757929,290.067,NaN,290.076,1
2022-07-01T07:40:00Z,100347.8,295.79,3.4,0.464,315.1,225.1,15.61,11.79,0.05343834,12.59989,290.136,0.07904209,14.79979,290.101,0.06401842,13.09984,290.14,7.131898,7.976593,290.104,8.821778,7.220542,290.1,5.319844,1.749075,290.142,2.533149,1.78694,290.083,4.758582,6.430855,290.087,NaN,290.08,1
2022-07-01T08:00:00Z,100317.5,295.08,3.513,0.458,315.9,224,12.99,10.9,0.05516973,14.4999,290.171,0.03883865,7.699902,290.158,0.01583361,5.599978,290.18,4.562284,4.344602,290.143,6.345772,4.361328,290.133,8.181509,5.394711,290.156,4.243139,5.692607,290.103,5.373162,3.83264,290.109,NaN,290.076,1
2022-07-01T08:20:00Z,100306.5,295.32,3.807,0.442,315.8,229.1,13.9,11.62,0.06352986,18.19989,290.194,0.03322044,6.199911,290.183,0.04631392,10.6999,290.215,5.891546,7.705822,290.177,2.790627,12.18452,290.173,8.057831,3.53714,290.211,1.733028,0.7788535,290.171,4.888295,4.13093,290.176,NaN,290.184,1
2022-07-01T08:40:00Z,100302.6,294.84,3.79,0.462,313.6,237.9,14.82,12.49,0.05519761,12.59988,290.162,0.04896318,8.299855,290.147,0.03616308,7.399912,290.177,6.112876,6.049194,290.145,8.678176,3.612375,290.147,5.895247,0.2367778,290.195,5.556034,5.037905,290.124,2.953821,2.697209,290.105,NaN,290.118,1
2022-07-01T09:20:00Z,100359.6,294.25,3.103,0.467,307.4,241.4,13.81,11.36,0.05045212,13.69991,290.2,0.06881619,11.6998,290.183,0.04716739,11.4999,290.221,9.589687,6.347276,290.187,6.171265,2.040951,290.184,5.174369,1.14713,290.229,8.072175,3.244994,290.159,5.122682,7.155286,290.164,NaN,290.165,1
2022-07-01T09:40:00Z,100380.4,294.05,3.378,0.459,308.1,242.2,13.84,11.52,0.0483368,14.49992,290.224,0.04530138,6.299837,290.216,0.03279109,6.099912,290.25,8.472077,4.29813,290.215,4.582852,1.427399,290.222,5.807738,-2.441349,290.273,5.302884,2.58639,290.193,2.7863,4.390505,290.19,NaN,290.188,1
2022-07-01T10:00:00Z,100401.2,293.61,3.687,0.457,303.7,244.2,12.52,9.83,0.051433,14.09991,290.264,0.03657491,6.199892,290.251,0.03974091,6.59988,290.285,6.191692,3.474615,290.253,14.24083,4.029748,290.263,7.79197,-0.3538308,290.32,11.08269,0.6196179,290.27,6.792451,0.3203237,290.27,NaN,290.283,1
2022-07-01T10:20:00Z,100419.9,293.02,3.108,0.429,299,255,11.58,8.74,0.03644243,14.39995,290.283,0.08290631,17.3998,290.269,0.02534739,10.29997,290.303,11.96318,6.87913,290.268,7.441502,6.222062,290.277,5.727082,4.996052,290.336,7.324124,7.937078,290.29,6.122414,5.303401,290.294,NaN,290.303,1
2022-07-01T10:40:00Z,100441,291.77,3.321,0.381,299.3,241.2,10.73,7.207,0.01915672,9.799981,290.297,0.01922654,10.19998,290.288,0.01750215,10.89999,290.323,7.769887,9.66379,290.269,9.7205,7.036469,290.277,5.043858,4.853813,290.328,2.894024,6.59277,290.274,4.264797,4.220368,290.278,NaN,290.288,1
2022-07-01T11:00:00Z,100470.7,292.24,3.782,0.343,300.5,250,9.1,6.947,0.01566607,10.19999,290.288,0.01652995,3.299959,290.275,0.008854052,5.699993,290.308,6.234148,3.986904,290.271,5.687176,2.205909,290.264,8.87832,-0.6208338,290.313,2.635003,3.891884,290.265,6.026695,2.434942,290.272,NaN,290.272,1
